id,label,statement,subject,speaker,job_title,state_info,party,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context,split,label_clean
4170.json,pants-fire,"The Atlanta streetcar is expected to create 930 jobs during construction, totaling more than 5,600 jobs over the next 20 years.",transportation,federal-transit-administration,,,none,0,0,0,0,1,a press release,train,pants-fire
12706.json,false,Hillary Clinton is for open borders.,immigration,rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,a speech at the Republican convention”,train,false
3450.json,half-true,"The Congressional Budget Office has this economic model where they measure the economy going forward, and they are now telling us that the entire economy crashes in the year 2037 because their computer simulation cant conceive of any way in which the U.S. economy can continue.",economy,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,a private briefing to Members of Congress,train,half-true
4228.json,pants-fire,There was a loss of eight million jobs during the Bush eight years.,"economy,history,jobs",harry-reid,Senate Democratic Leader,Nevada,democrat,4,5,3,7,3,a Senate floor speech,train,pants-fire
961.json,true,AIG said they were giving $57 million (in retention payments) to people who were being terminated.,economy,elijah-cummings,U.S. Representativej,Maryland,democrat,0,0,0,0,0,in a TV interview,train,true
11318.json,mostly-true,Were the only major oil-producing nation in the world with a self-imposed ban on exporting our crude oil to other nations.,"energy,trade",barry-duval,President and CEO of the Virginia Chamber of Commerce,Virginia,organization,0,0,0,1,0,an interview,train,mostly-true
7662.json,barely-true,Says Texas school systems lose 45 days a year on testing.,education,david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,in an appearance on Mark Davis’ KSKY-AM radio show,valid,barely-true
7882.json,true,Says Madison Mayor Paul Soglins stated intent when proposing that city contractors disclose private political donations was to discourage contributions to organizations with which he disagrees.,"campaign-finance,elections",wisconsin-institute-law-liberty,,Wisconsin,none,0,0,0,0,0,a web posting,train,true
5401.json,half-true,"As Virginias governor, Allen cut spending and waste with bipartisan support.","job-accomplishments,market-regulation,state-budget",us-chamber-commerce,,,none,6,3,3,1,1,a TV ad.,train,half-true
1063.json,true,Says the Congressional Budget Office estimates a cap-and-trade program would cost the average family the equivalent of a postage stamp a day.,"energy,environment",edward-markey,,,democrat,0,0,1,1,0,a press release.,train,true
10441.json,pants-fire,Documents released from the Soviet Union show the Soviet Union started treating President Ronald Reagan more seriously after Reagan fired the air traffic controllers.,"foreign-policy,history,labor,transportation,unions",scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,an interview,train,pants-fire
8539.json,pants-fire,"Says the Obama administration is handing out a pamphlet titled, What To Do When The Veteran In Your Classroom Attempts A Mass Shooting","corrections-and-updates,education,guns,military,veterans",mr-conservative,Conservative website,,none,0,1,0,0,1,a Web post,train,pants-fire
11739.json,barely-true,We get practically nothing compared to the cost of keeping U.S. military forces in South Korea.,"foreign-policy,military",donald-trump,President-Elect,New York,republican,63,114,51,37,61,"an interview with NBC's ""Meet the Press"" in Ottumwa, Iowa",train,barely-true
10761.json,mostly-true,The recently passed transportation funding bill is a billion-dollar tax increase for Georgians.,"state-budget,taxes,transportation",debbie-dooley,,Georgia,tea-party-member,0,1,1,1,0,a Twitter post,train,mostly-true
8443.json,mostly-true,"Common Core is not from the federal government, they do not have their fingerprints on this thing at all.","children,education,federal-budget,government-regulation",sondy-pope,State Representative,Wisconsin,democrat,0,1,1,1,0,a radio interview,train,mostly-true
4783.json,false,"Under energy efficiency legislation sponsored by U.S. Sen. Jeanne Shaheen, federal bureaucrats could take over the local building code enforcement in your city if so-called green mandates are not complied with quickly enough.","energy,government-regulation,new-hampshire-2012",rick-perry,Governor,Texas,republican,30,30,42,23,18,"remarks at the Cornerstone Action Dinner in Manchester, N.H.",train,false
1429.json,mostly-true,"For the first time in history, my administration posts our White House visitors online.","ethics,legal-issues,transparency",barack-obama,President,Illinois,democrat,70,71,160,163,9,a State of the Union speech,train,mostly-true
1038.json,true,"The nuclear test conducted in our nation this time is the Earth's 2,054th nuclear test. The five permanent members of the U.N. Security Council have conducted 99.99 percent of the total nuclear tests.",military,north-korea,,,none,0,0,0,0,0,a released statement,train,true
10564.json,half-true,"At this particular point in time, looking at the field, theres only one individual thats ever had the uniform of his country onand thats me.","candidates-biography,military",rick-perry,Governor,Texas,republican,30,30,42,23,18,a web ad,train,half-true
12287.json,true,"As a former federal prosecutor, I prosecuted over 4,000 cases.","candidates-biography,criminal-justice,legal-issues",catherine-hanaway,Candidate for governor of Missouri,Missouri,republican,0,1,0,0,0,a debate,valid,true
9689.json,mostly-true,Women in Florida make 83 cents for every dollar a man makes.,"jobs,women",charlie-crist,,Florida,democrat,15,9,20,19,2,a campaign email,train,mostly-true
10130.json,true,"A lawyer demanded several Houston pastors hand over to the city government many of their private papers, including their sermons.","city-government,legal-issues,religion",greg-abbott,governor,Texas,republican,11,3,8,6,5,"a letter to David Feldman, Houston's city attorney",train,true
7785.json,half-true,"The Social Security trust fund is sound. Without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",social-security,marcy-kaptur,Representative from Ohio's Ninth Congressional District,Ohio,democrat,0,2,4,4,0,House of Representatives floor speech ,train,half-true
6587.json,pants-fire,The Obama administration even proposed banning farm kids from doing basic chores!,"agriculture,government-regulation",john-thune,U.S. Senator,South Dakota,republican,0,0,1,0,1,at the Republican National Convention in Tampa,train,pants-fire
353.json,half-true,"On issue after issue that really were hard to explain or understand, you voted present . . . And anytime anyone raises that, there's always some kind of explanation.",candidates-biography,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"Myrtle Beach, S.C.",train,half-true
11821.json,mostly-true,Today Russia holds many of our most precious national security satellites at risk before they ever get off the ground.,space,john-mccain,U.S. senator,Arizona,republican,31,39,31,37,8,a committee hearing,train,mostly-true
4716.json,false,If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.,"pensions,public-service,retirement,workers",lincoln-chafee,,Rhode Island,democrat,3,5,3,4,0,in a hearing,train,false
7839.json,true,"Says, Oregon has the third largest class size in the nation.","children,education",oregon-pta,,,organization,0,0,0,0,0,a newsletter,valid,true
6231.json,barely-true,Sixteen thousand new Internal Revenue Service agents will be empowered to enforce the new health care legislation.,"health-care,taxes",tom-price,Congressman,Georgia,republican,1,2,5,3,0,a television interview,train,barely-true
5809.json,false,Says President Barack Obamas parents were communists.,elections,samuel-wurzelbacher,Republican candidate for Congress,Ohio,republican,0,1,0,1,1,a letter published by the Christian Broadcasting Network,train,false
8636.json,true,"At present spending levels, only citizens of New York have a greater local debt burden than Texans.","city-government,county-government,debt",debra-medina,Businesswoman,Texas,republican,0,1,3,1,0,a press release,valid,true
6530.json,mostly-true,Weve got the highest corporate tax rate in the world.,taxes,joseph-kyrillos,State Senator,New Jersey,republican,3,3,2,2,1,a radio interview,train,mostly-true
6519.json,true,Mitt Romney says class sizes dont matter.,"education,message-machine-2012",barack-obama,President,Illinois,democrat,70,71,160,163,9,a campaign ad,train,true
4058.json,half-true,"Housing prices dropped for the 30 months prior to Barack Obama taking office, and they have stabilized, theyve been about flat since the president came in.","economy,housing",shaun-donovan,Secretary of Housing and Urban Development,New York,democrat,0,0,1,1,0,"an interview on CNN's ""State of the Union with Candy Crowley""",train,half-true
7741.json,true,If you are a federally licensed gun dealer and your license is revoked because youve engaged in misconduct ... your entire inventory under prevailing law is deemed your personal collection. You then can sell it free from any background checks.,guns,david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,an appearance on 10 News Conference,train,true
9285.json,false,"After the attack on a U.S. diplomatic mission in Benghazi,Libya,the ambassadors body was dragged through the street.","foreign-policy,terrorism",laura-ingraham,Political commentator and radio talk show host,,none,2,5,1,0,1,"a broadcast of ABC's ""This Week""",test,false
3686.json,false,Says he has exposed plans by Wisconsin Gov. Scott Walker to push legislation that would allow the state to declare financial martial law and take over municipal governments.,"city-government,government-efficiency,labor,state-budget",ed-garvey,"Attorney, blogger",Wisconsin,democrat,0,2,0,0,0,a blog posting,train,false
9117.json,barely-true,No one claims the report vindicating New Jersey Gov. Chris Christie in the bridge scandal is conclusive.,"candidates-biography,infrastructure",rudy-giuliani,Attorney,New York,republican,9,11,10,7,3,"comments on NBC's ""Meet the Press""",valid,barely-true
12575.json,barely-true,"[My administration is] well represented both racially, ethnically and gender-wise.","city-government,diversity,women",jim-kenney,Philadelphia Mayor,Pennsylvania,democrat,1,0,1,0,0,remarks at the Better Bike Share conference,train,barely-true
13516.json,false,"In Wisconsin, 300,000 voters were turned away by the states strict voter ID law in the 2016 presidential election.","civil-rights,elections,legal-issues,states",tweets,,,none,2,3,1,2,3,tweets,train,false
11974.json,mostly-true,"There isnt a single (Texas) legislator under the age of 30, even though millennials make up 25 percent of the electorate in Texas.","history,population",huey-rey-fischer,,Texas,democrat,0,0,0,1,0,a press release,train,mostly-true
9679.json,barely-true,Says Mark Pryor continues to insist that Obamacare is an amazing success.,health-care,tom-cotton,U.S. House of Representatives,Arkansas,republican,3,4,2,3,1,campaign email,train,barely-true
11628.json,mostly-true,"While the smoking rate nationally has fallen, more than 18 percent of Georgians still light up.",public-health,atlanta-mayor-kasim-reeds-office,spokesperson ,Georgia,none,0,0,0,1,0,press release,train,mostly-true
